id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
41237,Male,77,0,39.0,1,1-2 Year,No,31065.0,26.0,216,0
28225,Female,49,1,38.0,0,1-2 Year,Yes,2630.0,26.0,71,0
76382,Male,22,1,37.0,0,< 1 Year,Yes,31763.0,152.0,176,0
44405,Male,28,1,32.0,0,< 1 Year,Yes,30441.0,152.0,37,0
33580,Female,30,1,30.0,1,< 1 Year,No,2630.0,152.0,250,0
34308,Female,61,1,46.0,1,1-2 Year,No,28671.0,154.0,61,0
27199,Male,28,1,28.0,1,< 1 Year,No,53516.0,152.0,77,0
72234,Male,22,1,28.0,0,< 1 Year,Yes,66929.0,152.0,20,0
44147,Female,23,1,12.0,0,< 1 Year,Yes,2630.0,160.0,91,0
13569,Male,30,1,8.0,1,< 1 Year,No,46383.0,154.0,86,0
27879,Male,55,1,11.0,0,1-2 Year,Yes,42055.0,26.0,171,0
83195,Female,47,1,48.0,0,1-2 Year,Yes,2630.0,103.0,74,0
12775,Female,34,1,28.0,1,1-2 Year,No,34260.0,124.0,193,0
40992,Female,46,1,46.0,1,1-2 Year,No,24925.0,124.0,75,0
66121,Male,37,1,28.0,0,1-2 Year,Yes,46024.0,26.0,160,0
31559,Female,42,1,28.0,0,1-2 Year,Yes,26757.0,26.0,144,0
90826,Male,51,1,28.0,0,1-2 Year,Yes,25487.0,26.0,218,0
98556,Male,64,1,28.0,0,> 2 Years,Yes,309867.0,26.0,226,1
45616,Female,71,1,28.0,0,> 2 Years,Yes,50039.0,122.0,106,0
2799,Female,56,1,13.0,0,1-2 Year,Yes,2630.0,122.0,217,1
42335,Male,22,1,6.0,0,< 1 Year,Yes,24549.0,152.0,100,0
7851,Male,59,1,11.0,0,1-2 Year,Yes,37449.0,29.0,13,1
42945,Male,53,1,50.0,1,1-2 Year,No,34718.0,124.0,238,0
12337,Male,49,1,8.0,0,1-2 Year,No,23974.0,124.0,269,0
86100,Female,25,1,3.0,1,< 1 Year,No,26797.0,152.0,282,0
8590,Male,23,1,37.0,0,< 1 Year,Yes,36881.0,152.0,41,0
89498,Male,25,1,43.0,0,< 1 Year,Yes,34706.0,152.0,170,0
84411,Male,54,1,29.0,0,1-2 Year,Yes,2630.0,124.0,247,0
34474,Male,57,1,3.0,0,1-2 Year,Yes,25671.0,26.0,225,0
42595,Female,75,1,8.0,1,1-2 Year,No,32062.0,78.0,95,0
62180,Male,50,1,28.0,0,1-2 Year,Yes,2630.0,156.0,247,0
40290,Male,49,1,3.0,1,1-2 Year,No,25887.0,26.0,79,0
2340,Male,29,1,23.0,0,1-2 Year,Yes,30057.0,163.0,142,1
31625,Female,64,1,8.0,1,1-2 Year,No,2630.0,26.0,264,0
43458,Male,45,1,8.0,0,1-2 Year,Yes,45747.0,124.0,120,0
38205,Female,26,1,8.0,0,1-2 Year,Yes,24947.0,124.0,158,0
22197,Female,24,1,10.0,1,< 1 Year,No,29842.0,152.0,21,0
78371,Female,34,1,33.0,1,< 1 Year,No,34289.0,152.0,128,0
56756,Female,77,1,6.0,0,> 2 Years,Yes,28709.0,26.0,244,0
39411,Female,23,1,46.0,0,< 1 Year,Yes,37497.0,152.0,283,0
29002,Male,41,1,28.0,0,1-2 Year,Yes,59165.0,156.0,84,1
86246,Female,56,1,28.0,0,> 2 Years,Yes,31033.0,122.0,284,0
22529,Female,23,1,39.0,1,< 1 Year,No,28633.0,152.0,209,0
12501,Female,22,1,30.0,1,< 1 Year,No,27908.0,152.0,273,0
18123,Male,77,1,41.0,1,1-2 Year,No,30556.0,136.0,296,0
26350,Female,28,1,30.0,1,< 1 Year,No,29325.0,152.0,219,0
58356,Female,22,1,8.0,0,< 1 Year,Yes,27772.0,152.0,210,0
64145,Male,56,1,30.0,0,1-2 Year,Yes,26037.0,26.0,181,0
28652,Female,23,1,29.0,1,< 1 Year,No,29193.0,152.0,178,0
34612,Male,23,1,6.0,1,< 1 Year,No,38104.0,152.0,65,0
43767,Female,41,1,46.0,0,1-2 Year,Yes,22813.0,124.0,88,0
49287,Female,30,1,44.0,1,< 1 Year,No,44711.0,152.0,145,0
90124,Female,54,1,20.0,0,1-2 Year,No,2630.0,156.0,124,0
96151,Female,23,1,27.0,0,< 1 Year,Yes,30062.0,152.0,33,0
29554,Female,25,1,8.0,1,< 1 Year,No,45782.0,152.0,97,0
60004,Male,66,1,46.0,1,1-2 Year,No,24766.0,26.0,209,0
68324,Male,23,1,30.0,1,< 1 Year,No,25772.0,26.0,242,0
71309,Male,53,1,41.0,1,1-2 Year,Yes,42118.0,124.0,31,0
23542,Female,51,1,28.0,0,1-2 Year,Yes,37430.0,26.0,253,1
80465,Male,23,1,50.0,1,< 1 Year,No,29679.0,152.0,213,0
4427,Male,23,1,46.0,1,< 1 Year,No,20502.0,152.0,275,0
71965,Female,29,1,50.0,1,< 1 Year,No,34912.0,152.0,102,0
91144,Male,32,1,28.0,0,> 2 Years,Yes,2630.0,26.0,293,0
37323,Female,62,1,28.0,0,1-2 Year,No,49225.0,122.0,160,0
83528,Male,25,1,29.0,1,< 1 Year,No,45214.0,152.0,112,0
40990,Female,54,1,28.0,0,1-2 Year,Yes,41248.0,156.0,77,0
33125,Male,24,1,36.0,1,< 1 Year,No,34037.0,152.0,224,0
78042,Male,46,1,7.0,0,1-2 Year,Yes,65723.0,124.0,163,1
10727,Female,23,1,34.0,0,< 1 Year,Yes,27444.0,152.0,278,0
75874,Female,26,1,8.0,1,< 1 Year,No,30080.0,152.0,204,0
81803,Male,30,1,28.0,1,< 1 Year,No,45382.0,152.0,125,0
68361,Male,24,1,35.0,1,< 1 Year,No,32107.0,152.0,159,0
20864,Male,61,1,11.0,0,1-2 Year,Yes,29681.0,124.0,90,0
64787,Female,23,1,28.0,1,< 1 Year,No,44751.0,152.0,248,0
99743,Male,54,1,46.0,1,1-2 Year,No,24434.0,26.0,66,0
86078,Female,56,1,8.0,0,1-2 Year,Yes,37105.0,7.0,227,0
26598,Male,45,1,28.0,1,1-2 Year,No,47146.0,26.0,129,0
99527,Male,54,1,32.0,0,1-2 Year,Yes,36076.0,124.0,150,0
49825,Female,22,1,39.0,1,< 1 Year,No,30310.0,152.0,190,0
11806,Male,47,1,28.0,1,1-2 Year,Yes,41408.0,26.0,231,0
11827,Female,23,1,8.0,1,< 1 Year,No,55552.0,151.0,176,0
18203,Male,28,1,50.0,1,< 1 Year,No,43168.0,152.0,187,0
46291,Female,23,1,8.0,1,< 1 Year,No,54538.0,160.0,166,0
91813,Male,23,1,8.0,1,< 1 Year,No,41762.0,152.0,167,0
34741,Female,46,1,50.0,0,1-2 Year,Yes,24619.0,8.0,249,0
60204,Female,35,1,28.0,0,1-2 Year,No,53219.0,26.0,220,0
41636,Female,21,1,15.0,0,< 1 Year,Yes,64874.0,160.0,274,0
33966,Male,50,0,28.0,0,1-2 Year,Yes,24931.0,122.0,168,0
96407,Male,24,1,5.0,0,< 1 Year,No,24276.0,152.0,198,0
20325,Female,35,1,39.0,1,1-2 Year,No,32253.0,26.0,208,0
43934,Female,20,1,28.0,1,< 1 Year,No,35628.0,160.0,245,0
58240,Female,45,1,28.0,0,1-2 Year,Yes,41750.0,122.0,119,0
55750,Male,36,1,28.0,0,1-2 Year,Yes,35943.0,124.0,269,1
96081,Male,57,1,8.0,0,1-2 Year,Yes,34572.0,26.0,61,0
89440,Female,23,1,41.0,1,< 1 Year,No,33080.0,152.0,63,0
86737,Male,21,1,42.0,1,< 1 Year,No,32447.0,152.0,285,0
11684,Female,26,1,28.0,1,< 1 Year,No,24614.0,152.0,251,0
81128,Female,23,1,16.0,1,< 1 Year,No,30682.0,152.0,151,0
74321,Male,23,1,36.0,1,< 1 Year,No,40916.0,152.0,28,0
87228,Female,29,1,28.0,1,< 1 Year,No,40071.0,152.0,100,0
1301,Male,59,1,29.0,0,1-2 Year,Yes,33708.0,26.0,205,1
9026,Male,21,1,2.0,1,< 1 Year,No,30047.0,160.0,210,0
74728,Female,24,1,41.0,1,< 1 Year,No,27031.0,152.0,106,0
4213,Male,20,1,6.0,0,< 1 Year,Yes,38547.0,160.0,104,0
51003,Female,71,1,28.0,0,1-2 Year,Yes,54394.0,124.0,177,0
44809,Female,25,1,41.0,1,< 1 Year,No,31331.0,152.0,136,0
69824,Female,45,1,28.0,0,1-2 Year,Yes,50623.0,124.0,234,0
91070,Female,77,1,8.0,0,1-2 Year,Yes,39246.0,26.0,238,0
38614,Male,39,1,50.0,1,1-2 Year,No,23483.0,18.0,214,0
37782,Female,56,1,3.0,1,1-2 Year,No,38611.0,26.0,231,0
23571,Male,24,1,41.0,1,< 1 Year,No,38477.0,152.0,175,0
17411,Male,26,1,8.0,1,< 1 Year,No,34541.0,152.0,230,0
71702,Male,60,1,23.0,0,1-2 Year,Yes,27596.0,26.0,195,0
10949,Female,22,1,34.0,0,< 1 Year,Yes,31349.0,152.0,260,0
29201,Male,47,1,16.0,0,1-2 Year,Yes,2630.0,124.0,120,0
1735,Female,42,1,38.0,1,1-2 Year,No,26934.0,26.0,161,0
4541,Female,44,1,15.0,1,1-2 Year,No,28772.0,152.0,228,0
41998,Female,31,1,8.0,0,< 1 Year,Yes,52124.0,26.0,81,1
31667,Female,45,1,46.0,0,1-2 Year,Yes,29859.0,163.0,236,0
98575,Female,41,1,28.0,0,1-2 Year,Yes,56548.0,26.0,188,0
208,Female,21,1,6.0,0,< 1 Year,Yes,19196.0,152.0,40,0
92900,Male,34,1,47.0,1,1-2 Year,Yes,2630.0,156.0,193,0
66825,Male,23,1,29.0,1,< 1 Year,No,42759.0,152.0,117,0
22208,Female,52,1,47.0,1,1-2 Year,No,40140.0,26.0,120,0
25507,Female,25,1,27.0,0,< 1 Year,Yes,33140.0,152.0,212,0
64400,Male,45,1,3.0,1,1-2 Year,No,35343.0,26.0,68,0
80308,Male,50,1,28.0,0,1-2 Year,Yes,23501.0,124.0,118,0
89291,Male,39,1,39.0,0,1-2 Year,Yes,34295.0,124.0,180,0
87819,Female,26,1,14.0,0,< 1 Year,Yes,31121.0,152.0,264,0
31578,Male,55,1,28.0,1,1-2 Year,No,41832.0,26.0,257,0
22768,Male,46,1,28.0,0,1-2 Year,Yes,42370.0,124.0,166,0
44624,Female,41,1,18.0,1,1-2 Year,No,73841.0,152.0,144,0
23997,Male,56,1,28.0,0,1-2 Year,Yes,44109.0,124.0,34,0
90313,Female,21,1,33.0,1,< 1 Year,Yes,33979.0,152.0,201,0
44811,Male,38,1,36.0,0,1-2 Year,Yes,28013.0,157.0,179,1
91311,Female,28,1,13.0,0,< 1 Year,Yes,2630.0,152.0,195,1
63188,Male,39,1,15.0,1,1-2 Year,No,2630.0,124.0,66,0
75815,Male,67,1,28.0,0,1-2 Year,Yes,41998.0,26.0,178,0
83342,Female,22,1,6.0,1,< 1 Year,No,32837.0,152.0,293,0
14356,Male,33,1,29.0,1,< 1 Year,No,36604.0,152.0,58,0
22971,Male,22,1,46.0,1,< 1 Year,No,23200.0,160.0,217,0
77963,Male,61,1,46.0,0,1-2 Year,Yes,31246.0,26.0,198,0
89452,Female,67,1,39.0,0,1-2 Year,Yes,61286.0,26.0,205,0
74087,Female,30,1,41.0,1,< 1 Year,No,37610.0,152.0,125,0
93857,Male,28,1,15.0,1,< 1 Year,No,23610.0,152.0,60,0
87441,Female,39,1,6.0,1,1-2 Year,No,31545.0,152.0,216,0
75705,Male,35,1,27.0,1,1-2 Year,No,2630.0,152.0,177,0
69051,Male,49,1,28.0,0,1-2 Year,Yes,2630.0,124.0,54,0
20655,Male,21,1,46.0,0,< 1 Year,Yes,31398.0,124.0,158,0
86645,Female,59,1,28.0,0,1-2 Year,Yes,32456.0,26.0,143,0
62671,Male,28,1,28.0,1,< 1 Year,No,48434.0,152.0,254,0
70137,Female,21,1,36.0,1,< 1 Year,Yes,2630.0,163.0,191,0
52710,Female,22,1,9.0,0,< 1 Year,Yes,2630.0,152.0,121,0
56088,Female,25,1,28.0,1,< 1 Year,No,48275.0,152.0,262,0
5602,Male,32,1,29.0,0,< 1 Year,Yes,33207.0,124.0,55,0
30047,Male,25,1,28.0,1,< 1 Year,No,45454.0,152.0,231,0
4994,Female,25,1,28.0,0,1-2 Year,Yes,2630.0,124.0,110,0
765,Male,59,1,28.0,0,1-2 Year,Yes,2630.0,156.0,245,0
79790,Male,25,1,3.0,1,< 1 Year,Yes,38447.0,152.0,228,0
44223,Male,32,1,49.0,0,1-2 Year,Yes,32559.0,124.0,250,1
6,Female,24,1,33.0,0,< 1 Year,Yes,2630.0,160.0,176,0
14127,Male,22,1,41.0,1,< 1 Year,Yes,34503.0,152.0,86,0
27140,Male,58,1,11.0,1,1-2 Year,Yes,31390.0,124.0,101,0
29373,Male,58,1,41.0,0,1-2 Year,Yes,38589.0,136.0,97,0
96808,Female,24,1,28.0,1,< 1 Year,No,23305.0,152.0,270,0
19483,Female,24,1,29.0,1,< 1 Year,No,54139.0,152.0,182,0
18702,Female,22,1,25.0,1,< 1 Year,No,29568.0,152.0,145,0
6547,Female,22,1,41.0,0,< 1 Year,Yes,34510.0,152.0,264,0
61412,Female,24,1,8.0,1,< 1 Year,No,55894.0,152.0,267,0
23394,Female,25,1,28.0,0,< 1 Year,No,53516.0,152.0,253,0
94303,Female,64,1,35.0,0,1-2 Year,Yes,51877.0,124.0,72,0
69869,Male,21,1,37.0,1,< 1 Year,No,2630.0,152.0,280,0
63175,Male,22,1,28.0,0,1-2 Year,Yes,2630.0,124.0,266,0
65127,Female,29,1,50.0,1,< 1 Year,No,36067.0,152.0,224,0
77471,Female,54,1,28.0,0,1-2 Year,Yes,2630.0,26.0,187,1
17589,Male,43,1,28.0,0,> 2 Years,Yes,28360.0,124.0,112,0
98522,Male,72,1,3.0,0,1-2 Year,No,25072.0,157.0,258,0
56735,Male,45,1,8.0,0,1-2 Year,Yes,33541.0,154.0,195,0
46483,Male,40,1,28.0,0,1-2 Year,Yes,52496.0,122.0,201,0
72259,Female,49,1,15.0,0,1-2 Year,Yes,2630.0,124.0,27,0
93599,Male,23,1,11.0,1,< 1 Year,No,11790.0,152.0,193,0
49087,Male,25,1,28.0,1,< 1 Year,No,38180.0,152.0,66,0
8979,Male,36,1,28.0,0,1-2 Year,Yes,28078.0,124.0,102,0
24993,Female,30,1,46.0,1,< 1 Year,No,28550.0,152.0,233,0
1881,Female,22,1,12.0,1,< 1 Year,No,27027.0,152.0,175,0
62049,Female,22,1,8.0,0,< 1 Year,Yes,84328.0,152.0,232,0
40219,Male,26,1,30.0,1,< 1 Year,No,27518.0,152.0,27,0
74307,Female,36,1,15.0,1,1-2 Year,No,2630.0,160.0,235,0
95379,Male,69,1,28.0,0,1-2 Year,Yes,59956.0,26.0,95,0
30314,Male,21,1,35.0,0,1-2 Year,Yes,28078.0,156.0,111,0
40991,Male,34,1,28.0,1,1-2 Year,No,44562.0,26.0,222,0
47394,Female,31,1,21.0,1,< 1 Year,No,2630.0,152.0,18,0
29669,Male,28,1,28.0,0,1-2 Year,Yes,30436.0,26.0,161,1
76598,Female,61,1,28.0,0,> 2 Years,Yes,41490.0,124.0,96,1
46294,Male,67,1,18.0,0,1-2 Year,Yes,2630.0,26.0,41,0
94225,Female,22,1,50.0,1,< 1 Year,No,2630.0,160.0,184,0
46997,Female,23,1,15.0,0,< 1 Year,Yes,50940.0,152.0,238,0
17506,Male,42,1,46.0,0,1-2 Year,Yes,17072.0,11.0,226,0
76519,Male,50,1,28.0,1,1-2 Year,No,52242.0,26.0,245,0
6677,Male,42,1,28.0,1,1-2 Year,No,36555.0,124.0,81,0
43729,Female,27,1,28.0,1,< 1 Year,No,44284.0,152.0,286,0
51432,Female,46,1,28.0,0,1-2 Year,Yes,44363.0,26.0,199,1
37233,Male,23,1,28.0,0,< 1 Year,Yes,44552.0,152.0,203,1
29816,Male,64,1,28.0,0,1-2 Year,Yes,39543.0,26.0,280,1
63366,Male,49,1,28.0,0,1-2 Year,No,38621.0,26.0,282,0
19635,Female,70,1,28.0,0,> 2 Years,Yes,46246.0,122.0,264,0
15329,Male,55,1,50.0,1,1-2 Year,No,29428.0,8.0,30,0
46049,Male,23,1,28.0,1,< 1 Year,No,49886.0,152.0,276,0
55093,Male,23,1,29.0,1,< 1 Year,No,46045.0,152.0,139,0
26492,Male,64,1,15.0,0,1-2 Year,Yes,2630.0,26.0,133,0
39717,Female,37,1,28.0,1,1-2 Year,No,25581.0,26.0,159,0
21777,Male,32,1,28.0,0,< 1 Year,Yes,2630.0,124.0,261,0
1099,Female,45,1,28.0,0,1-2 Year,Yes,40525.0,26.0,174,0
23417,Female,25,1,28.0,1,< 1 Year,No,23251.0,152.0,29,0
16941,Female,53,1,33.0,0,1-2 Year,No,31297.0,124.0,108,0
11534,Male,49,1,33.0,0,1-2 Year,Yes,28176.0,26.0,250,0
79764,Male,40,1,14.0,1,1-2 Year,No,26707.0,124.0,256,0
5007,Male,69,1,28.0,1,1-2 Year,No,42879.0,124.0,164,0
67205,Male,24,1,39.0,0,< 1 Year,Yes,2630.0,124.0,113,1
53551,Male,60,1,28.0,0,1-2 Year,No,48623.0,26.0,295,0
59393,Male,29,1,3.0,1,< 1 Year,No,26560.0,152.0,102,0
56485,Female,22,1,8.0,1,< 1 Year,No,54105.0,152.0,170,0
49314,Female,45,1,28.0,1,1-2 Year,No,37598.0,124.0,223,0
90238,Female,31,1,28.0,0,< 1 Year,Yes,49442.0,152.0,294,0
51558,Male,44,1,28.0,0,1-2 Year,Yes,55992.0,26.0,40,1
25325,Female,23,1,8.0,1,< 1 Year,No,36967.0,152.0,83,0
95672,Female,24,1,28.0,0,< 1 Year,Yes,31753.0,124.0,35,0
58643,Female,24,1,8.0,0,< 1 Year,Yes,46805.0,152.0,102,0
48912,Male,69,1,28.0,0,> 2 Years,Yes,46646.0,26.0,150,0
88074,Female,25,1,50.0,1,< 1 Year,No,18065.0,152.0,96,0
58512,Male,50,1,28.0,0,1-2 Year,Yes,34619.0,124.0,16,0
97175,Male,49,1,28.0,0,1-2 Year,Yes,48783.0,124.0,247,0
71198,Male,62,1,15.0,0,1-2 Year,Yes,30281.0,14.0,135,1
94854,Female,46,1,41.0,0,1-2 Year,Yes,2630.0,156.0,238,1
77099,Male,51,1,11.0,0,1-2 Year,Yes,23992.0,124.0,242,0
65776,Male,42,1,28.0,0,1-2 Year,Yes,45167.0,26.0,22,0
38771,Male,48,1,8.0,0,1-2 Year,Yes,78081.0,124.0,102,0
55972,Male,30,1,11.0,1,< 1 Year,No,2630.0,160.0,139,0
71360,Female,21,1,35.0,0,< 1 Year,Yes,35539.0,160.0,190,0
35760,Female,25,1,41.0,1,< 1 Year,No,32275.0,152.0,149,0
35251,Male,40,1,40.0,0,1-2 Year,Yes,34050.0,155.0,134,1
64438,Female,23,1,8.0,1,< 1 Year,No,30212.0,160.0,250,0
60099,Female,37,1,19.0,0,1-2 Year,Yes,36227.0,26.0,159,1
39814,Male,24,1,50.0,0,< 1 Year,Yes,25199.0,160.0,81,0
65936,Male,44,1,46.0,1,1-2 Year,No,29347.0,124.0,244,0
12640,Female,23,1,8.0,1,< 1 Year,No,44956.0,26.0,49,0
37713,Male,44,1,28.0,1,1-2 Year,No,32623.0,122.0,151,0
70373,Female,24,1,32.0,0,< 1 Year,Yes,28324.0,26.0,97,0
96814,Male,49,1,28.0,0,1-2 Year,Yes,2630.0,158.0,113,0
45843,Female,53,1,3.0,0,1-2 Year,Yes,21829.0,155.0,197,1
64964,Female,27,1,41.0,1,< 1 Year,No,46033.0,152.0,106,0
65201,Male,46,1,28.0,0,1-2 Year,Yes,29181.0,13.0,171,0
24549,Female,48,1,8.0,1,1-2 Year,No,61305.0,124.0,124,0
63086,Male,75,1,28.0,1,1-2 Year,No,30351.0,26.0,254,0
42805,Female,41,1,18.0,0,1-2 Year,Yes,35496.0,26.0,96,1
26830,Male,39,1,11.0,0,1-2 Year,Yes,39481.0,124.0,125,1
99793,Female,32,1,36.0,1,< 1 Year,No,2630.0,160.0,293,0
46700,Male,47,1,50.0,0,1-2 Year,Yes,43710.0,8.0,22,0
69059,Female,24,1,2.0,0,< 1 Year,Yes,25853.0,152.0,39,0
29464,Male,33,1,8.0,0,1-2 Year,Yes,33343.0,124.0,234,0
11859,Male,46,1,28.0,1,1-2 Year,No,38815.0,13.0,192,0
46561,Male,54,1,8.0,0,1-2 Year,Yes,45375.0,124.0,54,0
99077,Male,25,1,29.0,1,< 1 Year,No,27389.0,152.0,21,0
59980,Female,35,1,28.0,1,1-2 Year,No,33283.0,124.0,173,1
22628,Female,29,1,50.0,1,< 1 Year,No,28105.0,152.0,59,0
85024,Male,70,1,20.0,1,1-2 Year,No,2630.0,124.0,173,0
99924,Female,21,1,25.0,1,< 1 Year,No,27270.0,160.0,275,0
22227,Male,63,1,26.0,1,1-2 Year,No,44418.0,26.0,246,0
1988,Female,51,1,28.0,0,1-2 Year,Yes,39698.0,152.0,117,1
82388,Female,73,1,39.0,0,> 2 Years,Yes,36659.0,124.0,79,1
35394,Female,22,1,46.0,0,< 1 Year,Yes,23816.0,152.0,131,0
70305,Male,24,1,38.0,0,1-2 Year,Yes,30495.0,124.0,148,0
50664,Female,25,1,11.0,1,< 1 Year,No,33449.0,26.0,42,0
7803,Male,61,1,42.0,0,1-2 Year,Yes,21691.0,26.0,154,0
44083,Female,24,1,36.0,1,< 1 Year,No,39887.0,152.0,239,0
4953,Female,23,1,29.0,1,< 1 Year,No,36033.0,152.0,171,0
