id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
24230,Female,30,1,28.0,1,1-2 Year,No,28990.0,154.0,170,0
40040,Female,43,1,21.0,0,1-2 Year,Yes,26189.0,26.0,150,0
97278,Male,67,1,15.0,0,1-2 Year,Yes,29518.0,152.0,181,0
20207,Male,21,1,28.0,1,< 1 Year,No,49342.0,152.0,121,0
93667,Female,48,1,33.0,0,1-2 Year,Yes,27002.0,124.0,268,1
13621,Female,42,1,28.0,0,1-2 Year,Yes,21277.0,124.0,62,1
69472,Male,30,1,8.0,0,1-2 Year,No,2630.0,124.0,264,0
41659,Female,28,1,46.0,1,< 1 Year,No,28940.0,152.0,262,0
55432,Female,22,1,8.0,0,< 1 Year,No,31720.0,160.0,140,0
44650,Male,30,1,50.0,1,< 1 Year,No,44823.0,152.0,232,0
83279,Male,22,1,47.0,1,< 1 Year,No,2630.0,152.0,79,0
26497,Male,55,1,12.0,0,1-2 Year,Yes,2630.0,26.0,269,1
79286,Male,44,1,28.0,0,1-2 Year,Yes,30063.0,23.0,126,0
68928,Male,77,1,8.0,1,1-2 Year,No,2630.0,7.0,35,0
86878,Female,45,1,28.0,1,1-2 Year,Yes,43798.0,26.0,285,0
65172,Female,24,1,28.0,1,< 1 Year,No,38774.0,152.0,296,0
85492,Male,59,1,46.0,1,1-2 Year,No,2630.0,26.0,178,0
76641,Male,29,1,28.0,0,< 1 Year,Yes,39654.0,124.0,285,0
77120,Male,43,1,35.0,1,1-2 Year,No,67567.0,154.0,105,0
30050,Female,44,1,3.0,0,1-2 Year,Yes,37105.0,124.0,158,1
23168,Female,30,1,41.0,1,< 1 Year,No,31567.0,152.0,40,0
79173,Male,20,1,6.0,0,< 1 Year,Yes,23516.0,160.0,115,0
79555,Female,55,1,28.0,1,1-2 Year,No,63500.0,26.0,72,0
43259,Female,28,1,21.0,1,< 1 Year,No,31823.0,152.0,174,0
13541,Male,49,1,28.0,0,> 2 Years,Yes,41734.0,26.0,210,1
46659,Female,24,1,30.0,1,< 1 Year,No,2630.0,152.0,80,0
45871,Male,32,1,28.0,1,< 1 Year,No,41245.0,152.0,180,0
81626,Male,45,1,3.0,0,1-2 Year,Yes,22844.0,26.0,22,1
97934,Female,47,1,3.0,0,1-2 Year,Yes,2630.0,156.0,108,0
43999,Male,29,1,8.0,1,1-2 Year,No,39944.0,7.0,77,0
70549,Male,40,1,40.0,0,> 2 Years,Yes,36716.0,23.0,67,1
16702,Female,56,1,28.0,0,1-2 Year,Yes,68312.0,124.0,213,0
99690,Female,25,1,41.0,1,< 1 Year,No,25630.0,152.0,31,0
78895,Female,43,1,0.0,0,1-2 Year,Yes,2630.0,124.0,242,0
7124,Male,23,1,25.0,1,< 1 Year,No,32663.0,151.0,16,0
66556,Female,23,1,38.0,0,< 1 Year,No,38148.0,152.0,262,0
83687,Female,48,1,8.0,1,1-2 Year,No,35112.0,124.0,208,0
50042,Female,30,1,3.0,1,< 1 Year,No,25980.0,152.0,262,0
40462,Female,29,1,28.0,1,< 1 Year,Yes,44000.0,152.0,49,0
80213,Female,65,1,28.0,0,1-2 Year,Yes,30512.0,23.0,234,0
643,Female,23,1,41.0,1,< 1 Year,No,44043.0,152.0,65,0
68161,Female,24,1,8.0,1,< 1 Year,No,28453.0,152.0,117,0
46902,Male,42,1,47.0,0,1-2 Year,Yes,39163.0,124.0,33,0
81453,Female,20,1,11.0,1,< 1 Year,Yes,2630.0,160.0,63,0
11621,Female,25,1,8.0,1,< 1 Year,No,34164.0,152.0,145,0
98250,Female,21,1,8.0,1,< 1 Year,No,36235.0,152.0,171,0
67753,Male,26,1,50.0,1,< 1 Year,No,36025.0,152.0,267,0
65381,Female,24,1,50.0,1,< 1 Year,No,39677.0,152.0,269,0
99303,Female,40,1,35.0,0,1-2 Year,Yes,2630.0,26.0,69,1
64275,Female,20,1,3.0,1,< 1 Year,Yes,27138.0,160.0,76,0
87326,Female,39,1,30.0,1,1-2 Year,No,2630.0,152.0,12,0
85742,Female,26,1,25.0,0,< 1 Year,Yes,36482.0,152.0,33,0
37804,Female,23,1,8.0,1,< 1 Year,No,34739.0,152.0,279,0
70703,Female,40,1,28.0,0,1-2 Year,Yes,30521.0,124.0,291,0
46412,Male,61,1,36.0,0,1-2 Year,No,32932.0,124.0,30,0
90063,Female,48,1,28.0,0,1-2 Year,Yes,67867.0,26.0,154,0
82824,Male,26,1,9.0,1,< 1 Year,No,28702.0,152.0,219,0
81261,Female,61,1,28.0,1,1-2 Year,No,45359.0,122.0,129,0
80805,Male,80,1,48.0,1,1-2 Year,No,2630.0,15.0,279,0
83619,Female,58,1,28.0,0,1-2 Year,Yes,42152.0,124.0,271,0
98689,Male,25,1,3.0,1,< 1 Year,No,35334.0,152.0,178,0
17488,Male,45,1,28.0,0,1-2 Year,Yes,37712.0,26.0,268,1
29068,Male,25,1,28.0,0,< 1 Year,Yes,29264.0,152.0,125,0
39848,Male,28,1,17.0,1,< 1 Year,No,36969.0,152.0,121,0
36711,Female,50,1,28.0,0,1-2 Year,Yes,34925.0,13.0,269,0
14105,Male,24,1,13.0,0,< 1 Year,Yes,21643.0,26.0,187,0
48551,Female,75,1,20.0,0,1-2 Year,Yes,2630.0,26.0,165,0
2298,Male,45,1,28.0,1,1-2 Year,No,35096.0,152.0,108,0
26756,Male,24,1,8.0,1,< 1 Year,No,38861.0,26.0,293,0
16245,Male,40,1,35.0,0,1-2 Year,Yes,37329.0,26.0,32,0
74686,Female,64,1,28.0,0,1-2 Year,Yes,43244.0,26.0,48,0
79209,Male,35,1,28.0,1,1-2 Year,No,33145.0,124.0,139,0
90633,Female,41,1,34.0,0,< 1 Year,No,2630.0,1.0,173,0
89282,Male,21,1,15.0,1,< 1 Year,No,42682.0,160.0,50,0
32919,Male,22,1,50.0,1,< 1 Year,No,33032.0,152.0,295,0
1146,Male,42,1,28.0,0,1-2 Year,Yes,25231.0,13.0,246,0
66050,Female,24,1,6.0,1,< 1 Year,No,33120.0,152.0,107,0
3348,Male,44,1,28.0,0,1-2 Year,Yes,53743.0,26.0,146,1
87193,Male,22,1,25.0,1,< 1 Year,No,23972.0,152.0,74,0
75748,Male,25,1,36.0,1,< 1 Year,No,2630.0,152.0,228,0
2303,Male,20,1,36.0,0,< 1 Year,Yes,35652.0,160.0,295,0
60762,Male,47,1,24.0,0,> 2 Years,Yes,40294.0,124.0,289,1
82887,Female,27,1,36.0,0,< 1 Year,Yes,24520.0,152.0,297,0
19290,Female,40,1,33.0,0,1-2 Year,Yes,36094.0,124.0,209,0
17928,Female,60,1,25.0,1,1-2 Year,No,38742.0,26.0,245,0
22882,Male,25,1,28.0,1,< 1 Year,No,41593.0,152.0,246,0
75359,Male,32,1,12.0,0,< 1 Year,Yes,27868.0,156.0,214,1
36997,Female,24,1,5.0,1,< 1 Year,No,35725.0,152.0,91,0
54395,Female,32,1,28.0,0,< 1 Year,No,2630.0,152.0,56,0
47818,Female,21,1,46.0,1,< 1 Year,No,31474.0,152.0,185,0
38673,Female,43,1,9.0,0,1-2 Year,Yes,2630.0,8.0,213,0
64821,Male,30,1,30.0,0,< 1 Year,Yes,26651.0,154.0,50,1
62148,Male,47,1,28.0,0,> 2 Years,Yes,36369.0,124.0,286,0
96250,Male,35,1,36.0,0,1-2 Year,Yes,2630.0,156.0,82,0
46537,Female,47,1,28.0,0,1-2 Year,Yes,34490.0,124.0,231,0
12432,Female,27,1,46.0,0,< 1 Year,No,22059.0,152.0,270,0
70014,Male,46,1,50.0,0,1-2 Year,Yes,32407.0,8.0,228,0
34971,Female,45,1,28.0,0,1-2 Year,Yes,42931.0,26.0,14,0
43931,Female,21,1,18.0,1,< 1 Year,No,32219.0,152.0,171,0
39662,Female,35,1,27.0,0,1-2 Year,Yes,2630.0,26.0,43,0
47632,Female,59,1,15.0,0,1-2 Year,Yes,32051.0,151.0,130,0
74024,Male,23,1,8.0,0,< 1 Year,Yes,37327.0,152.0,138,0
61857,Female,24,1,15.0,0,< 1 Year,Yes,33173.0,152.0,197,0
26375,Female,22,1,8.0,0,< 1 Year,Yes,39477.0,152.0,50,1
70250,Male,21,1,37.0,0,< 1 Year,No,42931.0,160.0,241,0
32571,Male,24,1,8.0,1,< 1 Year,No,35066.0,152.0,159,0
54518,Female,31,1,28.0,1,< 1 Year,No,14331.0,152.0,181,0
13091,Female,24,1,5.0,0,< 1 Year,Yes,14383.0,152.0,74,0
7388,Female,53,1,28.0,0,1-2 Year,Yes,26962.0,26.0,240,0
93285,Male,43,1,42.0,0,1-2 Year,Yes,47849.0,124.0,42,0
13908,Male,22,1,11.0,0,< 1 Year,Yes,30301.0,152.0,48,0
11769,Male,60,1,28.0,0,1-2 Year,No,2630.0,26.0,234,0
43560,Female,20,1,3.0,1,< 1 Year,No,30818.0,160.0,165,0
317,Male,54,1,6.0,1,1-2 Year,No,24515.0,124.0,93,0
77402,Male,50,1,0.0,0,1-2 Year,Yes,2630.0,26.0,77,0
38029,Female,58,1,50.0,1,1-2 Year,No,30509.0,152.0,72,0
78259,Male,33,1,46.0,1,< 1 Year,No,28436.0,152.0,107,0
48068,Female,30,1,8.0,1,< 1 Year,No,29846.0,152.0,236,0
8219,Female,34,1,36.0,0,1-2 Year,Yes,2630.0,124.0,167,0
81506,Male,23,1,39.0,1,< 1 Year,No,33050.0,152.0,74,0
50436,Female,47,1,8.0,0,1-2 Year,Yes,2630.0,26.0,173,0
15937,Female,72,1,38.0,0,> 2 Years,Yes,23702.0,124.0,175,1
88014,Female,27,1,41.0,1,< 1 Year,No,29497.0,152.0,120,0
53900,Female,28,1,25.0,0,< 1 Year,Yes,31874.0,124.0,195,1
98459,Female,28,1,2.0,1,< 1 Year,No,19555.0,152.0,13,0
93249,Male,24,1,45.0,1,< 1 Year,Yes,29506.0,152.0,193,0
85963,Male,22,1,26.0,1,< 1 Year,No,24233.0,152.0,26,0
58746,Male,21,1,16.0,1,< 1 Year,No,36067.0,152.0,262,0
25826,Female,24,1,37.0,1,< 1 Year,No,23844.0,152.0,103,0
76277,Female,23,1,23.0,1,< 1 Year,No,33553.0,26.0,151,0
98908,Male,37,1,35.0,0,1-2 Year,No,28874.0,152.0,69,0
71813,Male,45,1,28.0,0,1-2 Year,Yes,43486.0,26.0,48,1
89057,Female,42,1,27.0,0,1-2 Year,Yes,2630.0,157.0,53,1
90690,Male,23,1,18.0,1,< 1 Year,No,29869.0,152.0,80,0
37056,Male,24,1,30.0,1,< 1 Year,No,44480.0,152.0,83,0
83364,Female,67,1,28.0,0,1-2 Year,Yes,66716.0,26.0,205,0
44630,Male,29,1,36.0,1,< 1 Year,No,50527.0,152.0,141,0
91108,Male,48,1,29.0,0,> 2 Years,Yes,2630.0,26.0,275,0
82549,Male,37,1,32.0,0,1-2 Year,Yes,2630.0,156.0,172,0
8646,Female,26,1,35.0,1,< 1 Year,No,73361.0,152.0,212,0
8862,Male,24,1,8.0,1,< 1 Year,No,46471.0,152.0,134,0
49234,Male,66,1,37.0,1,1-2 Year,No,39687.0,26.0,120,0
34999,Female,23,1,41.0,1,< 1 Year,No,26690.0,152.0,100,0
49757,Male,47,1,28.0,0,1-2 Year,Yes,27577.0,26.0,48,0
74296,Female,45,1,28.0,0,1-2 Year,No,47679.0,13.0,262,0
56784,Female,46,1,31.0,0,1-2 Year,No,2630.0,26.0,174,0
5525,Female,45,1,8.0,0,1-2 Year,Yes,2630.0,156.0,143,0
53595,Female,39,1,8.0,0,1-2 Year,Yes,31168.0,124.0,85,1
27189,Female,39,1,46.0,0,1-2 Year,Yes,52619.0,11.0,44,1
266,Female,22,1,11.0,1,< 1 Year,No,32234.0,152.0,117,0
19474,Male,66,1,30.0,1,1-2 Year,No,2630.0,26.0,125,0
45945,Female,48,1,35.0,0,1-2 Year,Yes,31532.0,26.0,283,0
24544,Female,69,1,28.0,1,1-2 Year,No,53012.0,13.0,194,0
30663,Female,45,1,47.0,1,1-2 Year,No,27302.0,26.0,121,0
35769,Female,23,1,46.0,0,< 1 Year,Yes,33618.0,152.0,83,0
60561,Male,32,1,41.0,1,< 1 Year,No,27851.0,152.0,230,0
89072,Male,50,1,3.0,0,1-2 Year,Yes,47224.0,124.0,195,1
1553,Female,29,1,35.0,1,< 1 Year,No,24133.0,152.0,227,0
13017,Female,48,1,1.0,0,1-2 Year,Yes,2630.0,124.0,214,0
73869,Female,61,1,28.0,0,> 2 Years,Yes,74730.0,26.0,263,0
92007,Male,43,1,28.0,0,1-2 Year,Yes,41130.0,26.0,69,0
5575,Male,33,1,28.0,1,< 1 Year,No,37736.0,152.0,50,0
53353,Female,31,1,8.0,1,< 1 Year,No,24007.0,152.0,139,0
90657,Female,47,1,28.0,0,1-2 Year,Yes,2630.0,124.0,10,0
42487,Male,21,1,46.0,1,< 1 Year,No,24659.0,152.0,240,0
75641,Female,39,1,28.0,0,1-2 Year,Yes,39899.0,122.0,168,0
51070,Female,62,1,16.0,0,1-2 Year,Yes,35383.0,124.0,207,0
71915,Female,25,1,28.0,0,< 1 Year,Yes,55540.0,152.0,77,0
78205,Male,25,1,12.0,0,< 1 Year,Yes,18380.0,152.0,12,0
34180,Female,22,1,11.0,0,< 1 Year,Yes,35285.0,152.0,34,1
75546,Female,48,1,39.0,0,> 2 Years,Yes,28972.0,156.0,291,0
58202,Male,23,1,30.0,1,< 1 Year,No,2630.0,152.0,61,0
58005,Female,26,1,33.0,1,< 1 Year,No,2630.0,152.0,248,0
49000,Male,20,1,32.0,1,< 1 Year,No,30463.0,160.0,131,0
90485,Male,23,1,14.0,0,< 1 Year,No,2630.0,152.0,121,0
83784,Male,65,1,8.0,0,1-2 Year,Yes,31115.0,26.0,65,0
47217,Male,73,1,8.0,1,1-2 Year,No,39082.0,7.0,40,0
93661,Female,46,1,41.0,0,1-2 Year,Yes,41111.0,26.0,256,0
87981,Female,27,1,21.0,0,< 1 Year,Yes,35154.0,157.0,252,0
87482,Male,24,1,40.0,1,< 1 Year,No,29810.0,152.0,31,0
82502,Female,20,1,50.0,0,< 1 Year,Yes,32542.0,160.0,63,0
87040,Male,65,1,28.0,1,1-2 Year,No,2630.0,26.0,107,0
72614,Male,30,1,28.0,1,< 1 Year,No,38482.0,152.0,10,0
73107,Female,21,1,46.0,1,< 1 Year,No,24623.0,160.0,194,0
54804,Male,67,1,46.0,0,> 2 Years,Yes,28589.0,26.0,297,1
43366,Female,59,1,8.0,0,1-2 Year,Yes,42220.0,119.0,213,0
49382,Male,44,1,28.0,0,1-2 Year,Yes,67390.0,125.0,73,1
22974,Female,75,1,8.0,1,1-2 Year,No,35474.0,7.0,69,0
40243,Female,26,1,16.0,1,< 1 Year,No,34306.0,152.0,173,0
5770,Male,40,1,16.0,0,1-2 Year,Yes,2630.0,156.0,65,0
89770,Female,43,1,28.0,0,1-2 Year,Yes,32613.0,26.0,233,0
2877,Female,35,1,5.0,0,1-2 Year,Yes,2630.0,157.0,29,1
41477,Female,24,1,30.0,1,< 1 Year,No,22526.0,152.0,205,0
28461,Female,29,1,20.0,0,< 1 Year,Yes,2630.0,124.0,256,1
66124,Female,30,1,30.0,0,1-2 Year,Yes,2630.0,156.0,124,0
78848,Female,21,1,12.0,0,< 1 Year,No,2630.0,152.0,159,0
94752,Male,33,1,28.0,0,1-2 Year,Yes,2630.0,163.0,177,0
43123,Male,34,1,23.0,0,1-2 Year,Yes,2630.0,163.0,130,0
42517,Female,23,1,5.0,0,< 1 Year,Yes,2630.0,152.0,202,0
75141,Male,46,1,28.0,0,1-2 Year,Yes,32787.0,124.0,47,1
19527,Male,31,1,3.0,0,1-2 Year,Yes,2630.0,157.0,284,1
74926,Male,48,1,40.0,0,1-2 Year,Yes,39154.0,26.0,43,1
67037,Female,23,1,28.0,1,< 1 Year,No,38748.0,160.0,159,0
65422,Female,23,1,26.0,0,< 1 Year,Yes,2630.0,152.0,133,0
87064,Male,56,1,28.0,1,1-2 Year,No,38911.0,61.0,124,0
69414,Male,26,1,5.0,1,< 1 Year,No,28810.0,152.0,231,0
64294,Female,52,1,1.0,1,1-2 Year,No,2630.0,124.0,179,0
11672,Female,43,1,28.0,0,1-2 Year,No,41483.0,154.0,138,0
64246,Male,21,1,7.0,0,< 1 Year,No,40117.0,160.0,92,0
73681,Male,26,1,21.0,1,< 1 Year,No,31795.0,152.0,185,0
98744,Female,60,1,28.0,1,1-2 Year,No,39770.0,26.0,297,0
68901,Female,20,1,35.0,0,< 1 Year,Yes,32266.0,160.0,198,0
89966,Male,63,1,21.0,0,1-2 Year,Yes,32784.0,124.0,78,0
75004,Male,76,1,9.0,1,1-2 Year,No,22307.0,146.0,32,0
64340,Male,63,1,20.0,0,1-2 Year,Yes,2630.0,26.0,80,0
15815,Male,29,1,46.0,1,< 1 Year,No,26884.0,152.0,220,0
85960,Male,31,1,33.0,0,< 1 Year,Yes,27049.0,152.0,129,0
43419,Male,30,1,28.0,1,< 1 Year,No,42277.0,152.0,29,0
38771,Male,48,1,8.0,0,1-2 Year,Yes,78081.0,124.0,102,0
35938,Male,60,1,5.0,0,> 2 Years,Yes,40692.0,26.0,74,0
93180,Male,23,1,15.0,0,< 1 Year,Yes,27567.0,152.0,74,1
61776,Male,24,1,15.0,0,< 1 Year,Yes,28459.0,152.0,34,1
73752,Female,49,1,28.0,0,1-2 Year,No,63674.0,26.0,79,0
70426,Female,24,1,35.0,1,< 1 Year,No,26618.0,152.0,286,0
71155,Male,53,1,35.0,0,1-2 Year,Yes,29103.0,10.0,11,1
28529,Male,41,1,50.0,0,1-2 Year,Yes,45457.0,120.0,252,0
44314,Male,56,1,28.0,1,1-2 Year,No,43452.0,122.0,78,0
88807,Male,26,1,21.0,0,1-2 Year,Yes,2630.0,156.0,228,0
14205,Male,59,1,28.0,1,1-2 Year,No,24190.0,26.0,295,0
75219,Male,50,1,28.0,0,1-2 Year,Yes,2630.0,122.0,260,1
93917,Male,23,1,28.0,1,< 1 Year,No,56517.0,152.0,181,0
39351,Male,59,1,28.0,1,1-2 Year,Yes,23904.0,26.0,106,0
78892,Male,24,1,12.0,1,< 1 Year,No,21998.0,152.0,190,0
45907,Male,41,1,39.0,0,1-2 Year,No,73507.0,125.0,93,0
36511,Female,27,1,8.0,1,< 1 Year,No,43327.0,152.0,179,0
48275,Male,43,1,28.0,1,1-2 Year,No,34558.0,124.0,284,0
92478,Male,62,1,8.0,0,1-2 Year,Yes,38887.0,124.0,118,0
71094,Female,73,1,29.0,1,1-2 Year,No,2630.0,124.0,41,0
97814,Female,67,1,28.0,1,1-2 Year,No,2630.0,124.0,248,0
4553,Male,58,1,41.0,0,1-2 Year,Yes,38094.0,120.0,12,0
37580,Male,59,1,22.0,1,1-2 Year,No,27025.0,26.0,199,0
17745,Male,29,1,18.0,1,< 1 Year,No,29963.0,152.0,90,0
63021,Male,51,1,46.0,0,1-2 Year,Yes,34180.0,124.0,172,1
77952,Female,29,1,28.0,0,< 1 Year,Yes,34612.0,152.0,33,0
11583,Female,29,1,10.0,1,< 1 Year,No,34057.0,152.0,181,0
55905,Male,60,1,28.0,1,1-2 Year,No,52372.0,124.0,56,0
91874,Male,23,1,11.0,1,< 1 Year,No,25256.0,152.0,271,0
81526,Male,43,1,28.0,0,1-2 Year,Yes,24309.0,26.0,62,0
25140,Male,52,1,50.0,1,1-2 Year,No,2630.0,124.0,272,0
45077,Female,37,1,8.0,0,1-2 Year,Yes,28645.0,124.0,253,0
18203,Male,28,1,50.0,1,< 1 Year,No,43168.0,152.0,187,0
81984,Male,23,1,45.0,1,< 1 Year,No,43076.0,26.0,284,0
42153,Male,22,1,43.0,1,< 1 Year,No,47972.0,152.0,209,0
7395,Male,47,1,28.0,0,1-2 Year,Yes,2630.0,26.0,177,0
70326,Female,34,1,28.0,1,1-2 Year,No,33683.0,124.0,127,0
71629,Male,47,1,28.0,1,1-2 Year,No,26401.0,26.0,194,0
11461,Male,23,1,28.0,0,< 1 Year,Yes,88129.0,152.0,99,0
43684,Male,28,1,41.0,0,< 1 Year,Yes,34045.0,152.0,192,1
81590,Male,67,1,28.0,0,> 2 Years,Yes,31056.0,124.0,98,0
37230,Male,31,1,8.0,1,< 1 Year,No,2630.0,152.0,229,0
45784,Male,51,1,36.0,1,1-2 Year,No,2630.0,152.0,246,0
20114,Male,52,1,28.0,0,1-2 Year,Yes,2630.0,26.0,54,1
1575,Male,26,1,47.0,1,< 1 Year,No,36805.0,152.0,101,0
77131,Female,60,1,28.0,0,> 2 Years,Yes,26999.0,157.0,88,0
36074,Female,41,1,28.0,0,> 2 Years,Yes,34293.0,156.0,26,0
21325,Female,46,1,24.0,0,1-2 Year,Yes,24067.0,124.0,125,1
45931,Female,63,1,8.0,1,1-2 Year,No,31425.0,26.0,260,0
14847,Female,67,1,28.0,1,1-2 Year,No,43367.0,122.0,77,0
3655,Male,23,1,28.0,0,< 1 Year,Yes,46833.0,124.0,128,0
23935,Female,49,1,28.0,0,1-2 Year,Yes,37771.0,26.0,238,1
61146,Male,53,1,28.0,0,> 2 Years,Yes,49139.0,26.0,133,1
60787,Male,20,1,26.0,0,< 1 Year,Yes,41452.0,160.0,254,0
29593,Female,60,1,47.0,0,1-2 Year,Yes,38647.0,26.0,182,0
75186,Male,26,1,28.0,1,< 1 Year,No,32035.0,152.0,166,0
75816,Female,47,1,28.0,1,1-2 Year,No,37246.0,124.0,36,0
68221,Male,80,1,37.0,1,1-2 Year,No,30363.0,26.0,299,0
40648,Female,33,1,33.0,0,1-2 Year,Yes,40384.0,124.0,186,1
81149,Male,23,1,29.0,1,< 1 Year,No,34357.0,152.0,197,0
18460,Male,65,1,28.0,0,1-2 Year,Yes,2630.0,52.0,29,0
96664,Female,30,1,15.0,1,< 1 Year,No,41363.0,152.0,248,0
65599,Male,48,1,28.0,1,1-2 Year,Yes,38264.0,124.0,139,0
29779,Female,62,1,2.0,1,1-2 Year,No,28593.0,26.0,173,0
16321,Male,25,1,13.0,1,< 1 Year,No,28830.0,152.0,274,0
14278,Male,25,1,14.0,1,< 1 Year,No,21743.0,152.0,273,0
24896,Female,33,1,21.0,0,1-2 Year,Yes,22153.0,154.0,298,0
84827,Female,54,1,50.0,0,1-2 Year,Yes,23372.0,8.0,209,0
45737,Female,59,1,28.0,0,1-2 Year,Yes,59807.0,26.0,166,0
88589,Male,33,1,28.0,1,1-2 Year,No,37360.0,154.0,184,0
65516,Female,53,1,28.0,0,> 2 Years,Yes,45000.0,124.0,24,0
34215,Male,25,1,14.0,1,< 1 Year,No,52615.0,152.0,275,0
88981,Male,44,1,8.0,0,1-2 Year,Yes,2630.0,156.0,199,1
35694,Female,36,1,48.0,0,> 2 Years,Yes,2630.0,124.0,66,0
95016,Female,45,1,29.0,1,1-2 Year,Yes,36003.0,26.0,287,0
80012,Female,36,1,28.0,0,1-2 Year,Yes,34782.0,124.0,39,0
25035,Female,39,1,28.0,0,1-2 Year,Yes,38926.0,26.0,64,0
73602,Male,23,1,28.0,0,< 1 Year,Yes,2630.0,152.0,285,0
39080,Male,29,1,30.0,1,< 1 Year,No,34106.0,152.0,280,0
74316,Female,23,1,11.0,0,< 1 Year,Yes,32451.0,152.0,134,0
85606,Male,23,1,30.0,1,< 1 Year,No,22894.0,152.0,146,0
13469,Male,23,1,15.0,1,< 1 Year,Yes,2630.0,160.0,187,0
75562,Female,65,1,28.0,0,1-2 Year,Yes,42407.0,122.0,281,0
64745,Male,57,1,28.0,0,1-2 Year,Yes,35303.0,25.0,255,0
